LEARNER,COURSE,COURSE_VERSION,COMPLETION_DATE,COMPLETION_STATUS,CREATE_ADHOC_COURSE,COURSE_TITLE,ID
10083,WL-165,1.0,2021-04-29,200,FALSE,Waste Management Awareness for Project Delivery,33
10083,WL-168,1.0,2021-04-29,200,FALSE,Waste Management & Packaging Fundamentals Combined,34
10083,WL-303,1.0,2021-01-06,200,FALSE,International Leadership Training,35
10083,WL-304,1.0,2021-03-01,400,FALSE,Work Permit Authorizer,36
10083,WL-308,1.0,2021-03-30,200,FALSE,Integrated Work Control,37
10083,WL-313,1.0,2021-05-20,200,FALSE,QA Plan Awareness,38
10083,WL-304,1.0,2021-04-20,200,FALSE,Work Permit Authorization Process,39
10083,WL-307,1.0,2021-04-20,200,FALSE,Job Safety Analysis,40
10083,WL-308,1.0,2021-03-30,200,FALSE,Integrated Work Control,41
10153,OSH-9045-ONLINE,1.0,2021-08-20,200,FALSE,Hand Safety,42
10172,EMP-1036,0.2,2022-02-16,200,FALSE,Emergency Procedure Refresher (0.2),43
10034,HU-1038,1.0,2021-11-26,200,FALSE,Human Performance Awareness - Fundamentals and Nuclear Safety Culture,44
10034,HU-1038,1.0,2021-11-26,200,FALSE,Waiver - Human Performance Awareness - Fundamentals and Nuclear Safety Culture,45
10083,SECU-2029,1.4,2021-08-30,200,FALSE,Security Awareness Refresher (1.4),46
10083,RP-G2M1-WL,1.0,2021-03-04,200,FALSE,Group 2 Module 1 WL,47
10083,WL-306,1.0,2021-03-03,200,FALSE,Pre Job Brief,48
10083,WL-308,1.0,2021-03-01,400,FALSE,Integrated Work Control,49
10083,WL-316,1.0,2021-01-28,200,FALSE,Diversity Training,50
10083,WL-318,1.0,2021-04-08,200,FALSE,Return to Work Radiation Protection Training for Non-Radiation Protection Workers,51
10083,TD-2000-WL,1.0,2021-09-15,200,FALSE,GET General Employee Training,52
10083,WL-165,1.0,2021-04-29,200,FALSE,Waste Management Awareness for Project Delivery,53
10083,WL-303,1.0,2021-01-06,200,FALSE,International Leadership Training,54
10083,WL-304,1.0,2021-03-30,200,FALSE,Work Permit Authorization Process,55
10083,WL-305,1.0,2021-03-03,200,FALSE,Stop Work,56
10083,OSH-9045-ONLINE,1.0,2021-09-22,200,FALSE,Hand Safety,57
10172,WL-306,1.0,2021-03-09,200,FALSE,Pre Job Brief,58
10172,WL-307,1.0,2021-03-22,200,FALSE,Job Safety Analysis,59
10172,WL-318,1.0,2021-03-17,400,FALSE,Return to Work Radiation Protection Training for Non-Radiation Protection Workers,60
10172,WL-304,1.0,2021-03-22,200,FALSE,Work Permit Authorization Process,61
10172,WL-305,1.0,2021-03-22,200,FALSE,Stop Work,62
10172,WL-305,1.0,2021-03-10,200,FALSE,Stop Work,63
10172,WL-306,1.0,2021-03-09,200,FALSE,Pre Job Brief,64
10172,WL-308,1.0,2021-03-09,200,FALSE,Integrated Work Control,65
10216,AWS-0095-WL,1.0,2022-03-22,200,FALSE,Contracts & Contract Management Awareness,66
10172,TD-2000-WL,1.0,2021-09-14,200,FALSE,GET General Employee Training,67
10172,WL-305,1.0,2021-03-10,200,FALSE,Stop Work,68
10172,TD-2000-WL,1.0,2021-09-14,200,FALSE,GET General Employee Training,69
10172,WL-307,1.0,2021-03-22,200,FALSE,Job Safety Analysis,70
10172,WL-318,1.0,2021-03-23,200,FALSE,Return to Work Radiation Protection Training for Non-Radiation Protection Workers,71
10216,OPEX-1002,1.0,2021-03-29,200,FALSE,Apparent Cause Analysis (ACA),72
10172,HR-1005,1.0,2021-12-01,200,FALSE,Virtual Mandatory Harassment and Violence Prevention Training,73
10172,WL-318,1.0,2021-03-23,200,FALSE,Return to Work Radiation Protection Training for Non-Radiation Protection Workers,74
10172,MS-1004-WL,1.0,2021-03-22,200,FALSE,Integrated Work Control 5 Core Elements,75
10172,WL-304,1.0,2021-03-08,200,FALSE,Work Permit Authorization Process,76
10172,WL-306,1.0,2021-03-22,200,FALSE,Pre Job Brief,77
10172,WL-308,1.0,2021-03-22,200,FALSE,Integrated Work Control,78
10172,WL-315,1.0,2021-03-11,200,FALSE,Respectful Work Place,79
10172,EMP-1036,1.0,2022-02-16,200,FALSE,Emergency Procedure Refresher,80
10172,FIRE-1001-ONLINE,4.7,2021-05-17,200,FALSE,Fire Prevention,81
10172,SECU-2029,1.0,2021-05-17,200,FALSE,Security Awareness Refresher,82
10083,WL-307,1.0,2021-04-20,200,FALSE,Job Safety Analysis,83
10083,WL-313,1.0,2021-05-20,200,FALSE,QA Plan Awareness,84
10083,WL-316,1.0,2021-01-28,200,FALSE,Diversity Training,85
10083,WL-318,1.0,2021-04-08,200,FALSE,Return to Work Radiation Protection Training for Non-Radiation Protection Workers,86
10153,HR-1005,1.0,2021-12-08,200,FALSE,Virtual Mandatory Harassment and Violence Prevention Training,87
10153,HR-1005,1.0,2021-12-08,200,FALSE,Mandatory Harassment and Violence Prevention Training,88
10172,ERM-1002,1.0,2021-07-20,200,FALSE,Land Use Program (LUP) Awareness,89
10172,WL-304,1.0,2021-03-08,200,FALSE,Work Permit Authorization Process,90
10172,WL-308,1.0,2021-03-09,200,FALSE,Integrated Work Control,91
10172,WL-315,1.0,2021-03-11,200,FALSE,Respectful Work Place,92
10172,ERM-1002,1.0,2021-07-20,200,FALSE,Land Use Program (LUP) Awareness,93
10216,HR-1005,1.0,2021-10-28,200,FALSE,Policy Committee - Mandatory Harassment and Violence Prevention Training,94
10216,WL-306,1.0,2021-03-09,200,FALSE,Pre Job Brief,95
10216,WL-308,1.0,2021-03-09,200,FALSE,Integrated Work Control,96
10216,WL-313,1.0,2021-05-20,200,FALSE,QA Plan Awareness,97
10216,OPEX-1002,1.0,2021-03-29,200,FALSE,Apparent Cause Analysis (ACA),98
10216,WL-305,1.0,2021-03-31,200,FALSE,Stop Work,99
10216,WL-306,1.0,2021-03-31,200,FALSE,Pre Job Brief,100
10216,WL-306,1.0,2021-03-09,200,FALSE,Pre Job Brief,101
10216,WL-308,1.0,2021-03-31,200,FALSE,Integrated Work Control,102
10216,WL-313,1.0,2021-05-20,200,FALSE,QA Plan Awareness,103
10216,SECU-2029,1.0,2021-04-12,200,FALSE,Security Awareness Refresher,104
10216,TD-9045,1.0,2021-06-24,200,FALSE,Cost Course $1031.25/person (MAX) - Cultural Awareness and Reconciliation Training,105
10216,WL-306,1.0,2021-03-01,400,FALSE,Pre Job Brief,106
10216,WL-307,1.0,2021-03-11,400,FALSE,Job Safety Analysis,107
10216,WL-313,1.0,2021-03-24,400,FALSE,QA Plan Awareness,108
10216,WL-315,1.0,2021-03-10,400,FALSE,Respectful Work Place,109
10216,WL-316,1.0,2021-01-26,200,FALSE,Diversity Training,110
10216,WL-316,1.0,2021-01-25,400,FALSE,Diversity Training,111
10216,MS-1004-WL,1.0,2021-03-31,200,FALSE,Integrated Work Control 5 Core Elements,112
10216,TD-2000-WL,1.0,2021-09-02,200,FALSE,GET General Employee Training,113
10216,TD-9045,1.0,2021-06-24,200,FALSE,Cost Course - Cultural Awareness and Reconciliation Training,114
10216,WL-304,1.0,2021-03-31,200,FALSE,Work Permit Authorization Process,115
10216,WL-304,1.0,2021-03-08,200,FALSE,Work Permit Authorization Process,116
10216,WL-307,1.0,2021-03-31,200,FALSE,Job Safety Analysis,117
10216,WL-308,1.0,2021-03-09,200,FALSE,Integrated Work Control,118
10216,WL-316,1.0,2021-01-26,200,FALSE,Diversity Training,119
10216,FIN-1004-ONLINE,1.0,2021-04-12,200,FALSE,Financial Delegation Of Authority,120
10241,ERM-1002,1.0,2021-08-04,400,FALSE,Land Use Program (LUP) Awareness,121
10241,ERM-1002,1.0,2021-08-13,400,FALSE,Land Use Program (LUP) Awareness,122
10241,TD-2000-WL,1.0,2022-03-15,200,FALSE,GET General Employee Training (VIRTUAL),123
10241,WL-165,1.0,2021-05-11,200,FALSE,Waste Management Awareness for Project Delivery,124
10241,WL-304,1.0,2021-02-02,200,FALSE,Work Permit Authorizer,125
10241,WL-315,1.0,2021-03-10,400,FALSE,Respectful Work Place,126
10241,ERM-1002,1.0,2021-08-24,200,FALSE,Land Use Program (LUP) Awareness,127
10241,OSH-9004,1.0,2021-06-10,200,FALSE,Trenching Safety Hazard Awareness,128
10241,WL-165,1.0,2021-05-11,200,FALSE,Waste Management Awareness for Project Delivery,129
10241,WL-168,1.0,2021-05-11,200,FALSE,Waste Management & Packaging Fundamentals Combined,130
10241,WL-304,1.0,2021-02-02,200,FALSE,Work Permit Authorization Process,131
10241,WL-305,1.0,2021-02-02,200,FALSE,Stop Work,132
10241,WL-306,1.0,2021-02-01,200,FALSE,Pre Job Brief,133
10241,FIRE-1001-ONLINE,4.7,2021-04-26,200,FALSE,Fire Prevention,134
10241,OSH-9096-ONLINE,1.0,2021-01-12,400,FALSE,Cost Course - Cold Stress,135
10241,OSH-9096-ONLINE,1.0,2021-01-13,200,FALSE,Cost Course - Cold Stress,136
10241,OSH-9104-ONLINE,1.0,2021-06-10,200,FALSE,Cost Course - Trenching Safety Theory,137
10241,TDG-1007-H-EXAM,1.6,2021-06-03,400,FALSE,TDG Class 7 Radioactive Material - Handler Exam,138
10241,TDG-1007-H-EXAM,1.6,2021-06-03,200,FALSE,TDG Class 7 Radioactive Material - Handler Exam,139
10256,SECU-2029,1.0,2021-04-12,200,FALSE,Security Awareness Refresher,140
10216,TD-2000-WL,1.0,2021-09-02,200,FALSE,GET General Employee Training,141
10216,WL-305,1.0,2021-03-31,400,FALSE,Stop Work,142
10216,WL-315,1.0,2021-03-10,200,FALSE,Respectful Work Place,143
10216,AWS-0095-WL,1.0,2022-03-22,200,FALSE,Contracts & Contract Management Awareness,144
10216,ERM-1002,1.0,2021-06-02,200,FALSE,Land Use Program (LUP) Awareness,145
10216,HR-1005,1.0,2021-10-28,200,FALSE,Mandatory Harassment and Violence Prevention Training,146
10216,WL-315,1.0,2021-03-10,200,FALSE,Respectful Work Place,147
10216,ERM-1001-ONLINE,1.4,2021-05-04,200,FALSE,Cleanup Function Overview,148
10216,ERM-1004-ONLINE,2.0,2022-04-05,200,FALSE,Decommissioning and Demolition Program Awareness,149
10216,HR-1003-ONLINE,1.0,2021-05-19,200,FALSE,Fitness for Duty,150
10216,OSH-9050-ONLINE,1.0,2021-02-15,200,FALSE,Lead Awareness,151
10216,OSH-9056-ONLINE,1.0,2021-04-21,200,FALSE,Trenching and Excavation Safety,152
10241,FIRE-3001,1.0,2021-06-02,200,FALSE,Fire Extinguisher - Practical,153
10241,HR-1005,1.0,2021-11-17,200,FALSE,Virtual Mandatory Harassment and Violence Prevention Training,154
10241,OSH-1040,1.0,2021-03-03,200,FALSE,Advanced Rigger,155
10241,WL-168,1.0,2021-05-11,200,FALSE,Waste Management & Packaging Fundamentals Combined,156
10241,WL-305,1.0,2021-02-01,200,FALSE,Stop Work,157
10241,WL-306,1.0,2021-02-01,200,FALSE,Pre Job Brief,158
10241,FIRE-3001,1.0,2021-06-02,200,FALSE,Fire Extinguisher - Practical,159
10241,TDG-1007-H,1.0,2021-06-03,200,FALSE,TDG Class 7 Radioactive Material - Handler (R3),160
10241,WL-305,1.0,2021-02-01,200,FALSE,Stop Work,161
10241,WL-306,1.0,2021-02-02,200,FALSE,Pre Job Brief,162
10241,WL-315,1.0,2021-03-16,200,FALSE,Respectful Work Place,163
10241,FIN-1003-ONLINE,1.0,2021-01-21,200,FALSE,ExpenseCNL (Concur) System User Training,164
10241,OSH-9051-ONLINE,1.0,2021-01-20,200,FALSE,Lead-Based Paint Safety,165
10241,OSH-9104-EXAM,1.0,2021-06-10,400,FALSE,Trenching Safety Exam,166
10241,OSH-9104-ONLINE,1.0,2021-06-10,200,FALSE,Cost Course - Trenching Safety Theory,167
10256,OSH-9045-ONLINE,1.0,2021-11-03,200,FALSE,Hand Safety,168
10347,AWS-0095-WL,1.0,2022-03-22,200,FALSE,Contracts & Contract Management Awareness,169
10347,ENG-9023,1.0,2021-11-26,200,FALSE,Cost Course -  $3300/Person (MAX) - AMBER Training,170
10347,WL-305,1.0,2021-01-25,200,FALSE,Stop Work,171
10347,RP-G2M2B-WL,1.0,2021-03-04,200,FALSE,Group 2 - Module 2B WL,172
10347,WL-306,1.0,2021-01-25,200,FALSE,Pre Job Brief,173
10347,WL-307,1.0,2021-01-27,200,FALSE,Job Safety Analysis,174
10347,EMP-1036,1.0,2022-01-17,200,FALSE,Emergency Procedure Refresher,175
10404,HR-1005,1.0,2021-11-08,200,FALSE,Virtual Mandatory Harassment and Violence Prevention Training,176
10404,TD-2000-WL,1.0,2021-10-07,200,FALSE,GET General Employee Training,177
10404,SECU-2029,1.0,2021-04-07,200,FALSE,Security Awareness Refresher,178
1043,HR-1005,1.0,2021-11-04,200,FALSE,Mandatory Harassment and Violence Prevention Training,179
1043,OSH-9070-ONLINE,1.0,2021-01-08,200,FALSE,Arc Flash Safety for Canada,180
10490,ENG-1002,1.0,2021-03-15,200,FALSE,WHITESHELL Reduced Risk Engineering Change (RREC),181
10490,ERM-1002,1.0,2021-06-22,200,FALSE,Land Use Program (LUP) Awareness,182
10490,TDG-1007-H-VIRTUAL,1.0,2021-07-26,200,FALSE,TDG Class 7 Radioactive Material - Handler (Virtual),183
10490,WL-308,1.0,2021-03-09,200,FALSE,Integrated Work Control,184
10490,WL-313,1.0,2021-03-23,400,FALSE,QA Plan Awareness,185
10490,WL-316,1.0,2021-01-28,200,FALSE,Diversity Training,186
10490,WL-303,1.0,2021-01-18,200,FALSE,International Leadership Training,187
10490,WL-304,1.0,2021-04-20,200,FALSE,Work Permit Authorization Process,188
10490,WL-304,1.0,2021-04-13,200,FALSE,Work Permit Authorization Process,189
10490,WL-307,1.0,2021-04-20,200,FALSE,Job Safety Analysis,190
10490,TDG-1007-H-EXAM,1.6,2021-07-26,200,FALSE,TDG Class 7 Radioactive Material - Handler Exam,191
10491,ERM-1002,1.0,2021-06-10,200,FALSE,Land Use Program (LUP) Awareness,192
10491,HR-1005,1.0,2021-11-04,200,FALSE,Mandatory Harassment and Violence Prevention Training,193
10172,HR-1005,1.0,2021-12-01,200,FALSE,Mandatory Harassment and Violence Prevention Training,194
10172,WL-307,1.0,2021-03-22,200,FALSE,Job Safety Analysis,195
10172,ERM-1001-ONLINE,1.4,2021-07-14,200,FALSE,Cleanup Function Overview,196
10172,OSH-9045-ONLINE,1.0,2021-07-06,200,FALSE,Hand Safety,197
10216,ERM-1002,1.0,2021-06-02,200,FALSE,Land Use Program (LUP) Awareness,198
10216,WL-304,1.0,2021-03-23,400,FALSE,Work Permit Authorization Process,199
10216,WL-304,1.0,2021-03-08,200,FALSE,Work Permit Authorization Process,200
10216,WL-307,1.0,2021-03-22,400,FALSE,Job Safety Analysis,201
10216,OPEX-1002,1.0,2021-03-29,200,FALSE,Apparent Cause Analysis (ACA),202
10216,EMP-1036,1.0,2022-01-18,200,FALSE,Emergency Procedure Refresher,203
10216,ERM-1004-ONLINE,2.0,2022-04-12,200,FALSE,Decommissioning and Demolition Program Awareness,204
10216,QUAL-1016-ONLINE,2.2,2021-12-09,200,FALSE,Nonconformities,205
10241,ERM-1002,1.0,2021-08-24,200,FALSE,Land Use Program (LUP) Awareness,206
10241,FIRE-3001,1.0,2021-05-26,400,FALSE,Fire Extinguisher - Practical,207
10241,ODT-573-WL,1.0,2022-03-07,400,FALSE,First Aid Standard & Defibrillation WL,208
10241,TD-2000-WL,1.0,2022-03-07,400,FALSE,GET General Employee Training,209
10241,WL-168,1.0,2022-04-01,400,FALSE,Waste Management Awareness for Project Delivery,210
10241,WL-303,1.0,2021-01-06,200,FALSE,International Leadership Training,211
10241,WL-315,1.0,2021-03-16,200,FALSE,Respectful Work Place,212
10241,WL-316,1.0,2021-01-28,200,FALSE,Diversity Training,213
10241,HR-1005,1.0,2021-11-17,200,FALSE,Mandatory Harassment and Violence Prevention Training,214
10241,MS-1004-WL,1.0,2021-02-02,200,FALSE,Integrated Work Control 5 Core Elements,215
10241,OSH-1040,1.0,2021-03-03,200,FALSE,Advanced Rigger,216
10241,OSH-9004,1.0,2021-06-10,200,FALSE,Trenching Safety Hazard Awareness,217
10241,WL-303,1.0,2021-01-06,200,FALSE,International Leadership Training,218
10241,WL-307,1.0,2021-02-02,200,FALSE,Job Safety Analysis,219
10241,WL-308,1.0,2021-02-02,200,FALSE,Integrated Work Control,220
10241,ERM-1001-ONLINE,1.4,2021-06-09,200,FALSE,Cleanup Function Overview,221
10241,OSH-1003-ONLINE,1.6,2021-06-23,200,FALSE,Aerial Work Platform Theory,222
10241,OSH-9057-ONLINE,1.0,2021-06-10,200,FALSE,Trenching and Excavation Soil Properties,223
10241,OSH-9064-ONLINE,1.0,2021-01-19,200,FALSE,Forklift Safety for Non-Operators,224
10241,OSH-9105-ONLINE,1.0,2021-06-22,200,FALSE,Ergonomics for Industrial Environments for Canada,225
10256,HR-1005,1.0,2021-11-18,200,FALSE,Virtual Mandatory Harassment and Violence Prevention Training,226
10256,HR-1005,1.0,2021-11-18,200,FALSE,Mandatory Harassment and Violence Prevention Training,227
10347,ERM-1002,1.0,2021-06-15,200,FALSE,Land Use Program (LUP) Awareness,228
10347,HR-1005,1.0,2021-11-08,200,FALSE,Virtual Mandatory Harassment and Violence Prevention Training,229
10347,WL-306,1.0,2021-01-25,200,FALSE,Pre Job Brief,230
10347,WL-307,1.0,2021-01-27,200,FALSE,Job Safety Analysis,231
10347,WL-308,1.0,2021-01-27,200,FALSE,Integrated Work Control,232
10347,AWS-0095-WL,1.0,2022-03-22,200,FALSE,Contracts & Contract Management Awareness,233
10347,HR-1005,1.0,2021-11-08,200,FALSE,Mandatory Harassment and Violence Prevention Training,234
10347,WL-304,1.0,2021-01-27,200,FALSE,Work Permit Authorization Process,235
10347,WL-304,1.0,2021-01-27,200,FALSE,Work Permit Authorization Process,236
10347,WL-305,1.0,2021-01-25,200,FALSE,Stop Work,237
10347,WL-308,1.0,2021-01-27,200,FALSE,Integrated Work Control,238
10347,WL-318,1.0,2021-04-06,200,FALSE,Return to Work Radiation Protection Training for Non-Radiation Protection Workers,239
10347,QUAL-1016-ONLINE,2.2,2022-01-05,200,FALSE,Nonconformities,240
10404,OSH-9045-ONLINE,1.0,2021-05-17,400,FALSE,Hand Safety,241
10404,OSH-9045-ONLINE,1.0,2021-05-17,200,FALSE,Hand Safety,242
1043,OSH-9045-ONLINE,1.0,2021-07-22,200,FALSE,Hand Safety,243
1043,OSH-9071-ONLINE,1.0,2021-01-22,200,FALSE,Electrical Safety Introduction for Canada,244
10347,RP-G2M1-WL,1.0,2021-03-04,200,FALSE,Group 2 Module 1 WL,245
10347,RP-G2M2B-WL,1.0,2021-03-04,200,FALSE,Group 2 - Module 2B WL,246
10347,WL-304,1.0,2021-01-27,200,FALSE,Work Permit Authorizer,247
10347,ERM-1002,1.0,2021-06-15,200,FALSE,Land Use Program (LUP) Awareness,248
10347,MS-1004-WL,1.0,2021-01-27,200,FALSE,Integrated Work Control 5 Core Elements,249
10347,WL-305,1.0,2021-01-27,200,FALSE,Stop Work,250
10347,WL-315,1.0,2021-03-11,200,FALSE,Respectful Work Place,251
10347,SECU-2029,1.0,2021-12-21,200,FALSE,Security Awareness Refresher,252
10404,LGL-1005,1.0,2021-04-29,200,FALSE,Virtual Offering of Ethical Conduct at CNL,253
10404,TD-2000-WL,1.0,2021-10-07,200,FALSE,GET General Employee Training,254
10404,WL-315,1.0,2021-03-16,200,FALSE,Respectful Work Place,255
10404,LGL-1005,1.0,2021-04-29,200,FALSE,Ethical Conduct at CNL,256
10404,WL-315,1.0,2021-03-16,200,FALSE,Respectful Work Place,257
1043,HR-1005,1.0,2021-11-04,200,FALSE,Mandatory Harassment and Violence Prevention Training,258
1043,OSH-9076-ONLINE,1.0,2021-01-22,200,FALSE,Electric Shock,259
10490,ODT-WL-801,1.0,2021-09-28,200,FALSE,Vehicle Spotter and Guide Person,260
10490,TD-2000-WL,1.0,2021-09-21,200,FALSE,GET General Employee Training,261
10490,WL-304,1.0,2021-03-02,400,FALSE,Work Permit Authorizer,262
10490,WL-306,1.0,2021-03-02,400,FALSE,Pre Job Brief,263
10490,WL-315,1.0,2021-03-10,200,FALSE,Respectful Work Place,264
10490,WL-318,1.0,2021-03-18,200,FALSE,Return to Work Radiation Protection Training for Non-Radiation Protection Workers,265
10490,ERM-1002,1.0,2021-06-22,200,FALSE,Land Use Program (LUP) Awareness,266
10490,HR-1005,1.0,2021-11-17,200,FALSE,Mandatory Harassment and Violence Prevention Training,267
10490,MS-1004-WL,1.0,2021-04-20,200,FALSE,Integrated Work Control 5 Core Elements,268
10490,RP-G2M2B-WL,1.0,2021-03-04,200,FALSE,Group 2 - Module 2B WL,269
10490,TDG-1007-H-VIRTUAL,1.0,2021-07-26,200,FALSE, TDG Class 7 Radioactive Material - Handler (Virtual),270
10490,WL-305,1.0,2021-03-31,200,FALSE,Stop Work,271
10490,WL-306,1.0,2021-03-09,200,FALSE,Pre Job Brief,272
10490,WL-308,1.0,2021-04-20,200,FALSE,Integrated Work Control,273
10490,WL-313,1.0,2021-05-20,200,FALSE,QA Plan Awareness,274
10490,ERM-1001-ONLINE,1.4,2021-05-31,200,FALSE,Cleanup Function Overview,275
10490,OSH-1033-ONLINE,1.3,2021-10-25,200,FALSE,Ladder Safety,276
10490,OSH-9045-ONLINE,1.0,2021-10-27,200,FALSE,Hand Safety,277
10491,WL-315,1.0,2021-03-10,200,FALSE,Respectful Work Place,278
10587,ENG-1002,1.0,2021-03-15,200,FALSE,WHITESHELL Reduced Risk Engineering Change (RREC),279
10587,WL-316,1.0,2021-01-28,200,FALSE,Diversity Training,280
10587,WL-305,1.0,2021-03-10,200,FALSE,Stop Work,281
10587,WL-313,1.0,2021-03-29,200,FALSE,QA Plan Awareness,282
10597,IT-1024,1.0,2021-04-07,200,FALSE,SharePoint Online - General User Training,283
10597,EMP-1036,1.0,2022-01-13,200,FALSE,Emergency Procedure Refresher,284
10597,FIN-1003-ONLINE,1.0,2021-01-18,200,FALSE,ExpenseCNL (Concur) System User Training,285
10625,TD-2000-WL,1.0,2022-03-15,200,FALSE,GET General Employee Training,286
10625,HR-1003-ONLINE,1.0,2021-05-22,200,FALSE,Fitness for Duty,287
10638,AWS-0095-WL,1.0,2022-03-23,200,FALSE,Contracts & Contract Management Awareness,288
10638,TD-2000-WL,1.0,2021-08-31,200,FALSE,GET General Employee Training,289
10638,AWS-0095-WL,1.0,2022-03-23,200,FALSE,Contracts & Contract Management Awareness,290
10638,EMP-1036,1.0,2022-02-09,200,FALSE,Emergency Procedure Refresher,291
10645,HR-1005,1.0,2021-11-19,200,FALSE,Virtual Mandatory Harassment and Violence Prevention Training,292
10645,HR-1005,1.0,2021-11-11,400,FALSE,Virtual Mandatory Harassment and Violence Prevention Training,293
10645,HR-1005,1.0,2021-11-19,200,FALSE,Mandatory Harassment and Violence Prevention Training,294
10645,QUAL-1019-ONLINE,2.0,2022-01-28,200,FALSE,Quality - Software Acquisition,295
10491,WL-316,1.0,2021-01-28,200,FALSE,Diversity Training,296
10491,OPEX-1004,1.0,2022-03-23,200,FALSE,Fact Finding,297
10491,WL-303,1.0,2021-01-18,200,FALSE,International Leadership Training,298
10491,WL-315,1.0,2021-03-10,200,FALSE,Respectful Work Place,299
10491,EMP-1036,1.0,2022-01-12,200,FALSE,Emergency Procedure Refresher,300
10491,OSH-9045-ONLINE,1.0,2021-05-18,200,FALSE,Hand Safety,301
10587,AWS-0095-WL,1.0,2022-03-25,400,FALSE,Contracts & Contract Management Awareness,302
10587,ODT-573-WL,1.0,2021-08-09,400,FALSE,First Aid Standard & Defibrillation WL,303
10587,WL-304,1.0,2021-01-21,200,FALSE,Work Permit Authorizer,304
10587,WL-305,1.0,2021-03-10,200,FALSE,Stop Work,305
10587,WL-313,1.0,2021-03-29,200,FALSE,QA Plan Awareness,306
10587,ENG-1002,1.0,2021-03-15,200,FALSE,Reduced Risk Engineering Change (RREC),307
10587,ERM-1002,1.0,2021-06-09,200,FALSE,Land Use Program (LUP) Awareness,308
10587,WL-303,1.0,2021-01-06,200,FALSE,International Leadership Training,309
10587,WL-307,1.0,2021-03-22,200,FALSE,Job Safety Analysis,310
10587,WL-313,1.0,2021-05-20,200,FALSE,QA Plan Awareness,311
10587,WL-316,1.0,2021-01-28,200,FALSE,Diversity Training,312
10587,ERM-1001-ONLINE,1.4,2021-08-10,200,FALSE,Cleanup Function Overview,313
10587,SECU-2029,1.0,2021-04-20,200,FALSE,Security Awareness Refresher,314
10597,HR-1005,1.0,2021-11-03,200,FALSE,Virtual Mandatory Harassment and Violence Prevention Training,315
10597,HR-1005,1.0,2021-11-03,200,FALSE,Mandatory Harassment and Violence Prevention Training,316
10625,WL-315,1.0,2021-03-16,400,FALSE,Respectful Work Place,317
