LEARNER,COURSE,COURSE_VERSION,COMPLETION_DATE,COMPLETION_STATUS,CREATE_ADHOC_COURSE,COURSE_TITLE,COURSE_GOOD,PERSON_GOOD,ID
CONT-3066,OSH-1043 (REV 8.3),8.3,2022-03-01,200,FALSE,Contractor Site Orientation - Online Learning (8.3),0.0,1.0,67
54126,SECU-2008-ONLINE (REV 1.3),1.3,2021-05-28,200,FALSE,Security Awareness Refresher (1.3),0.0,1.0,68
53544,OSH-1004-ONLINE,,2021-07-12,200,FALSE,Lock Out Tag Out Exam,0.0,1.0,69
92472,RP-G4-ONLINE (REV 2.6),2.6,2021-11-01,200,FALSE,Group 4 Radiation Protection (2.6),0.0,1.0,70
56968,ESO-1002,,2021-10-21,200,FALSE,Driver’s Licence Renewal - WL,0.0,1.0,71
CONT-3197,WL-308,1.0,2021-11-01,200,FALSE,Integrated Work Control,1.0,0.0,72
91780,EMP-1002,1.0,2021-01-13,200,FALSE,EOC - CRL EOC Overview,1.0,0.0,73
90250,LGL-1003-ONLINE (REV 3.0),3.0,2021-11-02,200,FALSE,Values and Ethics at CNL (3.0),0.0,1.0,74
92212,FIRE-1001-ONLINE (REV 4.4),4.4,2021-06-14,200,FALSE,Fire Prevention (4.4),0.0,1.0,75
59652,900-510000-MCP-015 (REV 1),1.0,2021-03-15,200,FALSE,Harassment and Violance Free Workplace (1.0),0.0,1.0,76
90042,OSH-9046-ONLINE (REV 1),1.0,2022-04-13,200,FALSE,Cost Course - Hearing Conservation (1.0),0.0,1.0,77
55023,LGL-1003-ONLINE,,2021-05-26,200,FALSE,Values and Ethics at CNL,0.0,1.0,78
56788,900-510000-MCP-015,,2021-03-16,200,FALSE,Harassment and Violance Free Workplace,0.0,1.0,79
55274,EMP-1037-ONLINE (REV 0.1),0.1,2022-01-14,200,FALSE,Emergency Procedure Refresher (0.1),0.0,1.0,80
CONT-1415,RP-G4-ONLINE,,2021-01-13,200,FALSE,Group 4 Radiation Protection Training,0.0,0.0,81
57578,HR-1003-ONLINE (REV 0),0.0,2021-06-09,200,FALSE,Fitness for Duty (0),0.0,1.0,82
92165,TD-9030-ONLINE,,2021-05-05,200,FALSE,Harassment Prevention,0.0,0.0,83
90880,FIRE-1001-ONLINE (REV 4.5),4.5,2021-06-17,200,FALSE,Fire Prevention (4.5),0.0,1.0,84
90901,LGL-1003-ONLINE (REV 2.5),2.5,2021-10-06,200,FALSE,Values and Ethics at CNL (2.5),0.0,1.0,85
60330,LGL-1003-ONLINE (REV 3.1),3.1,2021-11-30,200,FALSE,Values and Ethics at CNL (3.1),0.0,1.0,86
21034,OSH-9045-ONLINE (REV 1),1.0,2021-09-14,200,FALSE,Cost Course - Hand Safety (1.0),0.0,1.0,87
10843,900-510000-MCP-015,,2021-03-29,200,FALSE,Harassment and Violance Free Workplace,0.0,1.0,88
91860,OSH-9045-ONLINE (REV 1),1.0,2021-07-15,400,FALSE,Cost Course - Hand Safety (1.0),0.0,0.0,89
60105,LGL-1003-ONLINE (REV 3.0),3.0,2021-11-10,400,FALSE,Values and Ethics at CNL (3.0),0.0,1.0,90
91076,LGL-1003-ONLINE (REV 2.5),2.5,2021-10-13,200,FALSE,Values and Ethics at CNL (2.5),0.0,1.0,91
60314,OSH-9071-ONLINE (REV 1),1.0,2021-02-23,200,FALSE,Cost Course - Electrical Safety Introduction for Canada (1.0),0.0,1.0,92
58482,FIRE-1001-ONLINE (REV 4.4),4.4,2021-04-24,200,FALSE,Fire Prevention (4.4),0.0,1.0,93
56392,OPS-9011-ONLINE (REV 1),1.0,2021-06-15,200,FALSE,"Cost Course - Flow, Level, and Pressure Sensors (1.0)",0.0,1.0,94
59505,OSH-9071-ONLINE (REV 1),1.0,2021-01-28,200,FALSE,Cost Course - Electrical Safety Introduction for Canada (1.0),0.0,1.0,95
58228,LGL-1003-ONLINE (REV 2.4),2.4,2021-02-17,200,FALSE,Values and Ethics at CNL (2.4),0.0,1.0,96
91998,OSH-1004-ONLINE (REV 1.1),1.1,2021-02-01,200,FALSE,Lock Out Tag Out Exam (1.1),0.0,1.0,97
92569,OSH-1042-ONLINE (REV 12.5),12.5,2022-01-10,200,FALSE,WHMIS - 2015 (12.5),0.0,0.0,98
91457,SECU-1008-ONLINE (REV 3.4),3.4,2021-02-24,200,FALSE,Security Awareness (3.4),0.0,1.0,99
CONT-3081,WL-120,1.0,2022-01-31,200,FALSE,Whiteshell Site Orientation,1.0,0.0,100
58042,FIN-1003-ONLINE (REV 1),1.0,2021-11-18,200,FALSE,ExpenseCNL (Concur) System User Training (1.0),0.0,1.0,101
59065,NMMS-1011-ONLINE (REV 3.6),3.6,2021-09-29,200,FALSE,Nuclear Criticality Safety Program Awareness (3.6),0.0,1.0,102
57032,FIRE-1019-CRL,,2021-11-30,200,FALSE,Elevator Rescue,0.0,1.0,103
50726,RP-G4-ONLINE (REV 2.7),2.7,2022-03-30,200,FALSE,Group 4 Radiation Protection (2.7),0.0,1.0,104
91156,ESO-UOF-004,,2021-04-07,200,FALSE,SETCAN PBSC - ANNUAL QUALIFICATION,0.0,0.0,105
92215,RP-G4-ONLINE,,2021-07-06,200,FALSE,Group 4 Radiation Protection Training,0.0,1.0,106
56762,OSH-1020,1.0,2022-01-05,400,FALSE,Offering for Security -  First Aid Standard & Defibrillation,1.0,0.0,107
92478,PB-1002-ONLINE (REV 2.2),2.2,2021-11-04,200,FALSE,Pressure Boundary Awareness and Route Sheet Familiarization (2.2),0.0,1.0,108
91214,OSH-1005-ONLINE (REV 1.3),1.3,2021-01-11,200,FALSE,Working At Heights Theory (1.3),0.0,0.0,109
92215,OSH-1003-ONLINE (REV 1.6),1.6,2022-04-07,200,FALSE,Aerial Work Platform Theory (1.6),0.0,1.0,110
CONT-3193,RP-G4-ONLINE (REV 2.7),2.7,2021-11-15,200,FALSE,Group 4 Radiation Protection (2.7),0.0,0.0,111
92612,OSH-1003-ONLINE (REV 1.5),1.5,2022-01-27,200,FALSE,Aerial Work Platform Theory (1.5),0.0,1.0,112
CONT-3089,RP-G4-ONLINE (REV 2.7),2.7,2022-01-10,200,FALSE,Group 4 Radiation Protection (2.7),0.0,0.0,113
91948,TEST CBT SPC NSB (REV 1),1.0,2021-12-08,200,FALSE,TEST CBT SPC NSB (1.0),0.0,1.0,114
CONT-2940,RP-G3,1.0,2021-08-26,200,FALSE,Group 3 - Radiation Protection Training,1.0,0.0,115
55835,EMP-1037-ONLINE (REV 0),0.0,2022-01-12,200,FALSE,Emergency Procedure Refresher (0.0),0.0,1.0,116
92583,CNL-1010,1.0,2022-01-07,200,FALSE,CNL COVID-19 Pandemic Response,1.0,0.0,117
58683,LGL-1003-ONLINE (REV 3.2),3.2,2022-02-09,200,FALSE,Values and Ethics at CNL (3.2),0.0,1.0,118
91357,OSH-9045-ONLINE (REV 1),1.0,2021-07-19,200,FALSE,Cost Course - Hand Safety (1.0),0.0,1.0,119
55228,RP-MISC-07-ONLINE,,2021-05-17,200,FALSE,RP Awareness Program for Managers (R5),0.0,1.0,120
CONT-3004,RP-UPDATE-002,1.0,2021-11-11,200,FALSE,PAPR Training,1.0,0.0,121
91160,OSH-1006-ONLINE,,2021-03-01,200,FALSE,Confined Space Exam,0.0,1.0,122
52537,LGL-1003-ONLINE (REV 3.2),3.2,2022-02-18,200,FALSE,Values and Ethics at CNL (3.2),0.0,1.0,123
60422,NMMS-1010-ONLINE,,2021-09-10,200,FALSE,Nuclear Criticality Safety for Emerg Responders R1,0.0,1.0,124
95052,HU-1036-ONLINE (REV 2.5),2.5,2022-04-19,200,FALSE,Pre-Job Brief (2.5),0.0,1.0,125
92588,EMP-1036,1.0,2022-02-16,200,FALSE,Emergency Procedure Refresher,1.0,0.0,126
20027,OPS-9008-ONLINE (REV 1),1.0,2021-06-22,200,FALSE,Cost Course - Pump Basics (1.0),0.0,1.0,127
92593,HU-1038,1.0,2022-01-25,200,FALSE,(NEO) VIRTUAL Human Performance Awareness - Fundamentals and Nuclear Safety Culture,1.0,0.0,128
21103,FIN-1004-ONLINE (REV 1),1.0,2022-03-22,200,FALSE,Financial Delegation Of Authority (1.0),0.0,1.0,129
91901,IT-1029,1.0,2021-02-16,200,FALSE,Introduction to ATOM,1.0,0.0,130
50307,OSH-9045-ONLINE (REV 1),1.0,2022-01-27,200,FALSE,Cost Course - Hand Safety (1.0),0.0,1.0,131
27081,LGL-1003-ONLINE (REV 3.2),3.2,2022-01-25,200,FALSE,Values and Ethics at CNL (3.2),0.0,1.0,132
CONT-3197,WL-120,1.0,2021-11-01,200,FALSE,Whiteshell Site Orientation,1.0,0.0,133
58174,900-510000-MCP-015,,2021-03-22,200,FALSE,Harassment and Violance Free Workplace,0.0,1.0,134
61218,LGL-1003-ONLINE (REV 3.1),3.1,2021-11-29,200,FALSE,Values and Ethics at CNL (3.1),0.0,1.0,135
92035,SECU-1008-ONLINE (REV 3.4),3.4,2021-02-24,200,FALSE,Security Awareness (3.4),0.0,1.0,136
54554,OSH-9045-ONLINE (REV 1),1.0,2021-08-03,400,FALSE,Cost Course - Hand Safety (1.0),0.0,1.0,137
59668,LGL-1003-ONLINE (REV 2.5),2.5,2021-09-27,200,FALSE,Values and Ethics at CNL (2.5),0.0,1.0,138
5501,OSH-9105-ONLINE (REV. 1),1.0,2021-05-12,400,FALSE,Cost Course - Ergonomics for Industrial Environments for Canada (1.0),0.0,1.0,139
50358,RP-5009-CRL,,2022-03-28,200,FALSE,Radiation Protection Limits and Levels,0.0,1.0,140
50802,OSH-9076-ONLINE (REV 1),1.0,2021-07-20,200,FALSE,Cost Course - Electric Shock (1.0),0.0,1.0,141
52863,OSH-1004-ONLINE,,2021-02-01,200,FALSE,Lock Out Tag Out Exam,0.0,1.0,142
55091,SECU-1053,,2021-01-22,200,FALSE,Victim Rescue,0.0,1.0,143
59380,WL-FIRE-005,,2021-01-02,200,FALSE,ESO FIRE - ATTACK EXTERIOR FIRE,0.0,1.0,144
92666,RP-G4-ONLINE,,2022-02-21,200,FALSE,Group 4 Radiation Protection Training,0.0,1.0,145
60422,OSH-9104-ONLINE (REV.1),1.0,2021-10-21,200,FALSE,Cost Course - Trenching Safety Theory (1.0),0.0,1.0,146
90124,HR-9003,,2021-05-20,400,FALSE,Performance Management: Goal Setting,0.0,1.0,147
95063,OSH-1034-ONLINE,1.5,2022-04-12,200,FALSE,Hazard Prevention Program,1.0,0.0,148
92488,LGL-1003-ONLINE,,2021-11-17,200,FALSE,Values and Ethics at CNL,0.0,1.0,149
53384,MS-3001-ONLINE (REV 1.1),1.1,2021-02-18,200,FALSE,Integrated Work Control Practical Applications Exam (1.1),0.0,1.0,150
61687,FIRE-1001-ONLINE (REV 4.5),4.5,2021-09-08,200,FALSE,Fire Prevention (4.5),0.0,1.0,151
61673,HR-1002-ONLINE (REV 1),1.0,2021-03-16,200,FALSE,Performance Management / The Check-In Program (1.0),0.0,1.0,152
90506,TDG-1007-H-EXAM (REV 1.6),1.6,2021-07-26,400,FALSE,TDG Class 7 Radioactive Material - Handler Exam (1.6),0.0,1.0,153
61190,OPS-9007-ONLINE (REV 1),1.0,2021-05-06,200,FALSE,Cost Course - Centrifugal Pumps (1.0),0.0,1.0,154
91396,RP-4006-CRL,,2021-07-16,200,FALSE,CRL Group 1 Radiation Surveyor Qualification TQC,0.0,1.0,155
56392,OPS-9015-ONLINE (REV 1),1.0,2021-05-20,200,FALSE,"Cost Course - Symbols, Standards and Schematics (1.0)",0.0,1.0,156
92035,RP-G4-ONLINE (REV 2.5),2.5,2021-02-23,200,FALSE,Group 4 Radiation Protection (2.5),0.0,1.0,157
59922,OSH-1004-ONLINE (REV 1.3),1.3,2022-01-31,200,FALSE,Lock Out Tag Out Exam (1.3),0.0,1.0,158
55851,FIN-1003-ONLINE (REV 1),1.0,2022-04-14,200,FALSE,ExpenseCNL (Concur) System User Training (1.0),0.0,1.0,159
59247,RP-G4-ONLINE,,2022-03-30,200,FALSE,Group 4 Radiation Protection Training,0.0,1.0,160
91649,PHAI-4002,,2021-01-22,200,FALSE,PG WWTP Field Task Verification Qualification Card,0.0,1.0,161
52490,OSH-9099-ONLINE,,2021-01-05,200,FALSE,Being a Mindful Employee: An Orientation to Psychological Health and Safety in the Workplace,0.0,1.0,162
60864,LGL-1003-ONLINE,,2021-01-18,200,FALSE,Values and Ethics at CNL,0.0,1.0,163
91998,TD-1016-ONLINE (REV 1.3),1.3,2021-01-26,200,FALSE,Preventing Violence in the Workplace (1.3),0.0,1.0,164
CONT-2885,RP-G3,1.0,2021-05-18,200,FALSE,Group 3 - Radiation Protection Training,1.0,0.0,165
57405,OSH-3001-MULTI,,2022-03-08,200,FALSE,Crane - Safe Indoor Hoist - Practical - All Equipment Codes,0.0,1.0,166
60991,OSH-1005-ONLINE (REV 1.4),1.4,2021-09-01,200,FALSE,Working At Heights Theory (1.4),0.0,1.0,167
20515,LGL-1003-ONLINE,,2021-10-19,200,FALSE,Values and Ethics at CNL,0.0,1.0,168
92011,RP-G4-ONLINE (REV 2.6),2.6,2021-02-18,200,FALSE,Group 4 Radiation Protection (2.6),0.0,1.0,169
92244,BRF-1002-ONLINE (REV 1.2),1.2,2021-08-04,400,FALSE,CCAC Core Stream: Occupational Health & Safety (1.2),0.0,1.0,170
92582,LGL-1003-ONLINE (REV 3.2),3.2,2022-01-11,200,FALSE,Values and Ethics at CNL (3.2),0.0,1.0,171
92664,FIRE-1001-ONLINE (REV 4.5),4.5,2022-02-22,200,FALSE,Fire Prevention (4.5),0.0,1.0,172
60264,FIRE-1001-ONLINE (REV 4.5),4.5,2021-11-16,200,FALSE,Fire Prevention (4.5),0.0,1.0,173
92171,TD-1016-ONLINE (REV 1.4),1.4,2021-05-05,200,FALSE,Preventing Violence in the Workplace (1.4),0.0,0.0,174
92200,LGL-1003-ONLINE (REV 3.3),3.3,2022-03-23,200,FALSE,Values and Ethics at CNL (3.3),0.0,1.0,175
92219,HU-1036-ONLINE,,2021-06-24,200,FALSE,Pre-Job Brief,0.0,1.0,176
56763,LGL-1003-ONLINE,,2022-02-24,200,FALSE,Values and Ethics at CNL,0.0,1.0,177
91625,ERM-1001-ONLINE (REV 1.3),1.3,2021-06-22,200,FALSE,Cleanup Function Overview (1.3),0.0,1.0,178
92337,OSH-9099-ONLINE,,2021-10-26,200,FALSE,Being a Mindful Employee: An Orientation to Psychological Health and Safety in the Workplace,0.0,1.0,179
59561,OSH-1004-ONLINE,,2021-11-01,200,FALSE,Lock Out Tag Out Exam,0.0,1.0,180
92670,FIRE-1001-ONLINE (REV 4.5),4.5,2022-02-21,200,FALSE,Fire Prevention (4.5),0.0,1.0,181
91779,FD-1001-ONLINE (REV 1.1),1.1,2022-04-13,200,FALSE,Decommissioning Process Awareness Training for Employees (1.1),0.0,1.0,182
91497,SECU-2008-ONLINE (REV 1.6),1.6,2022-02-16,200,FALSE,Security Awareness Refresher (1.6),0.0,1.0,183
92665,RP-G4-ONLINE,,2022-02-21,200,FALSE,Group 4 Radiation Protection Training,0.0,1.0,184
92646,LGL-1003-ONLINE,,2022-02-07,200,FALSE,Values and Ethics at CNL,0.0,1.0,185
92463,OPEX-1005-ONLINE (REV 1.4),1.4,2021-11-03,200,FALSE,Introducing the ImpAct Process at CNL (1.4),0.0,1.0,186
92461,TD-9030-ONLINE (REV 1.3),1.3,2021-10-26,200,FALSE,Harassment Prevention (1.3),0.0,1.0,187
52626,ENG-1069-ONLINE,,2021-09-23,200,FALSE,Fume Hood Safety,0.0,1.0,188
92420,OSH-9045-ONLINE,1.0,2021-09-21,200,FALSE,Hand Safety,1.0,0.0,189
91315,FIN-1004-ONLINE (REV 1),1.0,2021-02-15,200,FALSE,Financial Delegation Of Authority (1.0),0.0,1.0,190
92101,TD-9030-ONLINE,,2021-03-23,200,FALSE,Harassment Prevention,0.0,1.0,191
91335,OSH-9045-ONLINE (REV 1),1.0,2021-05-17,200,FALSE,Cost Course - Hand Safety (1.0),0.0,1.0,192
60522,OSH-3001-MULTI,,2022-01-10,200,FALSE,Crane - Safe Indoor Hoist - Practical - All Equipment Codes,0.0,1.0,193
92319,TD-9030-ONLINE,,2021-07-29,200,FALSE,Harassment Prevention,0.0,1.0,194
61936,LGL-1003-ONLINE,,2022-03-18,200,FALSE,Values and Ethics at CNL,0.0,1.0,195
58406,LGL-1003-ONLINE,,2021-12-06,200,FALSE,Values and Ethics at CNL,0.0,1.0,196
61868,SECU-2008-ONLINE (REV 1.2),1.2,2021-05-03,200,FALSE,Security Awareness Refresher (1.2),0.0,1.0,197
61920,PB-1001-ONLINE (REV 1.1),1.1,2021-03-22,200,FALSE,Pressure Boundary Awareness (1.1),0.0,1.0,198
57011,WL-307,1.0,2021-01-27,200,FALSE,Job Safety Analysis,1.0,0.0,199
56840,LGL-1003-ONLINE,,2022-03-11,200,FALSE,Values and Ethics at CNL,0.0,1.0,200
55843,LGL-1003-ONLINE (REV 3.0),3.0,2021-11-04,400,FALSE,Values and Ethics at CNL (3.0),0.0,1.0,201
58549,TDG-1007-H-EXAM (REV 1.6),1.6,2021-08-03,400,FALSE,TDG Class 7 Radioactive Material - Handler Exam (1.6),0.0,1.0,202
91948,ERM-1001-ONLINE (REV 1.3),1.3,2021-07-14,400,FALSE,Cleanup Function Overview (1.3),0.0,1.0,203
60888,PMO-9015,1.0,2021-08-03,200,FALSE,Cost Course - $495/person VIRTUAL Project Risk Management,1.0,0.0,204
92344,OSH-1019-ONLINE,1.0,2021-08-11,200,FALSE,Orientation on Health and Safety for New and Young Workers,1.0,0.0,205
92290,FIRE-1001-ONLINE (REV 4.5),4.5,2021-07-13,200,FALSE,Fire Prevention (4.5),0.0,0.0,206
91948,IM-1001-ONLINE (REV 1),1.0,2021-01-08,400,FALSE,Library Services MCP (1.0),0.0,1.0,207
52427,OSH-9011-ONLINE (REV 1),1.0,2021-07-16,400,FALSE,Canada Labour Code (1.0),0.0,1.0,208
54073,EMP-1037-ONLINE (REV 0.1),0.1,2022-01-18,200,FALSE,Emergency Procedure Refresher (0.1),0.0,1.0,209
55911,LGL-1003-ONLINE,,2021-04-22,200,FALSE,Values and Ethics at CNL,0.0,1.0,210
CONT-3122 ,RP-G3,1.0,2022-02-08,200,FALSE,Group 3 - Radiation Protection Training,1.0,0.0,211
53052,OSH-9063-ONLINE (REV 1.1),1.1,2022-04-11,200,FALSE,Cost Course - Aerial Work Platform Safety for Non-operators (1.1),0.0,1.0,212
92009,TD-1018-ONLINE,1.9,2021-02-03,200,FALSE,CNL General Safety Orientation,1.0,0.0,213
90227,LGL-1003-ONLINE (REV 3.1),3.1,2022-03-08,400,FALSE,Values and Ethics at CNL (3.1),0.0,1.0,214
90638,PHAI-1036,,2021-04-29,200,FALSE,Port Hope System Module 4 – Residuals Management,0.0,1.0,215
