LEARNER,COURSE,COURSE_VERSION,COMPLETION_DATE,COMPLETION_STATUS,CREATE_ADHOC_COURSE,COURSE_TITLE,COURSE_GOOD,PERSON_GOOD,ID
56788,FIRE-1001-ONLINE (REV 4.5),4.5,2021-07-06,200,FALSE,Fire Prevention (4.5),0.0,1.0,111
92485,NMMS-1011-ONLINE (REV 3.6),3.6,2021-11-15,400,FALSE,Nuclear Criticality Safety Program Awareness (3.6),0.0,0.0,112
92371,NMMS-1011-ONLINE (REV 3.6),3.6,2021-09-07,400,FALSE,Nuclear Criticality Safety Program Awareness (3.6),0.0,1.0,113
61688,OSH-9057-ONLINE (REV 1),1.0,2021-04-21,200,FALSE,Cost Course - Trenching and Excavation Soil Properties (1.0),0.0,1.0,114
92326,RP-G4-ONLINE (REV 2.6),2.6,2021-08-09,200,FALSE,Group 4 Radiation Protection (2.6),0.0,1.0,115
92039,FIRE-1001-ONLINE (REV 4.5),4.5,2021-12-22,200,FALSE,Fire Prevention (4.5),0.0,1.0,116
61185,OSH-1034-ONLINE (REV 1.5),1.5,2022-02-24,200,FALSE,Hazard Prevention Program (1.5),0.0,1.0,117
90475,OSH-9102-ONLINE (REV. 1.0),1.0,2021-07-19,400,FALSE,Cost Course - Crystalline Silica Awareness (1.0),0.0,1.0,118
54171,LGL-1003-ONLINE,,2021-08-04,200,FALSE,Values and Ethics at CNL,0.0,1.0,119
56998,NMMS-1010-ONLINE (REV 5.1),5.1,2021-01-26,200,FALSE,Nuclear Criticality Safety for Emerg Responders R1 (5.1),0.0,1.0,120
92217,OSH-1033-ONLINE (REV 1.3),1.3,2021-06-10,200,FALSE,Ladder Safety (1.3),0.0,1.0,121
CONT-3148,RP-G3-FCO,1.0,2022-01-31,200,FALSE,Group 3 Practical Field Checkout,1.0,0.0,122
53268,FIN-1003-ONLINE (REV 1),1.0,2021-09-24,200,FALSE,ExpenseCNL (Concur) System User Training (1.0),0.0,1.0,123
60411,RP-G3-REFRESHER-ONLINE (REV 1.5),1.5,2022-01-25,400,FALSE,Group 3 Radiation Protection Refresher (1.5),0.0,1.0,124
90753,ENG-1069-ONLINE (REV 0),0.0,2021-09-23,200,FALSE,Fume Hood Safety (0.0),0.0,1.0,125
57120,OSH-1046-ONLINE (REV 1),1.0,2022-04-12,200,FALSE,Heat Stress (1.0),0.0,1.0,126
92509,OSH-1034-ONLINE (REV 1.5),1.5,2021-12-10,200,FALSE,Hazard Prevention Program (1.5),0.0,1.0,127
CONT-2895 ,PROC-1021-ONLINE (REV 1),1.0,2021-06-15,200,FALSE,Canadian Nuclear Laboratories  Supplier Code of Conduct (1.0),0.0,0.0,128
92054,OSH-1042-ONLINE (REV 12.4),12.4,2021-03-04,200,FALSE,WHMIS - 2015 (12.4),0.0,1.0,129
53930,FIRE-1001-ONLINE (REV 4.4),4.4,2021-01-27,200,FALSE,Fire Prevention (4.4),0.0,1.0,130
50802,HR-1002-ONLINE,,2021-03-03,200,FALSE,Performance Management / The Check-In Program,0.0,1.0,131
56047,LGL-1003-ONLINE,,2022-02-15,200,FALSE,Values and Ethics at CNL,0.0,1.0,132
92156,RP-G4-ONLINE,,2021-05-03,200,FALSE,Group 4 Radiation Protection Training,0.0,1.0,133
92272,OSH-1004-ONLINE (REV 1.1),1.1,2021-07-08,200,FALSE,Lock Out Tag Out Exam (1.1),0.0,1.0,134
CONT-2757,TD-1018-ONLINE,1.9,2021-02-24,200,FALSE,CNL General Safety Orientation,1.0,0.0,135
92405,RP-G4-ONLINE,,2021-11-02,200,FALSE,Group 4 Radiation Protection Training,0.0,1.0,136
91925,SECU-2008-ONLINE (REV 1.0),1.0,2021-01-07,200,FALSE,Security Awareness Refresher (1.0),0.0,0.0,137
92471,OSH-9045-ONLINE (REV 1),1.0,2021-11-02,400,FALSE,Cost Course - Hand Safety (1.0),0.0,1.0,138
54824,OPEX-1005-ONLINE (REV 1.4),1.4,2021-01-27,200,FALSE,Introducing the ImpAct Process at CNL (1.4),0.0,1.0,139
61318,LGL-1003-ONLINE (REV 2.3),2.3,2021-01-26,200,FALSE,Values and Ethics at CNL (2.3),0.0,1.0,140
90119,ESO-OJT-006,,2021-01-26,200,FALSE,ESO PORTABLE RADIO SYSTEM,0.0,1.0,141
90895,CNL-1009-ONLINE (REV 1.2),1.2,2021-07-20,200,FALSE,Employee Formal Acknowledgement of CNL Executive Management Directive for COVID-19 and the Face Covering Policy (1.2),0.0,1.0,142
91628,ENG-1069-ONLINE,,2021-11-17,200,FALSE,Fume Hood Safety,0.0,1.0,143
55646,LGL-1003-ONLINE (REV 3.1),3.1,2021-11-22,200,FALSE,Values and Ethics at CNL (3.1),0.0,1.0,144
92101,OSH-9070-ONLINE (REV 1),1.0,2021-03-29,200,FALSE,Cost Course - Arc Flash Safety for Canada (1.0),0.0,1.0,145
57778,RP-G4-ONLINE (REV 2.7),2.7,2022-04-14,200,FALSE,Group 4 Radiation Protection (2.7),0.0,1.0,146
92530,TD-1018-ONLINE (REV 1.9),1.9,2021-12-20,200,FALSE,CNL General Safety Orientation (1.9),0.0,1.0,147
91971,HU-1038,1.0,2021-01-26,200,FALSE,(NEO) Human Performance Awareness - Fundamentals and Nuclear Safety Culture,1.0,0.0,148
53399,NRU-3005,,2021-01-29,200,FALSE,Self-Shielded Container - Lid Removal and Installation,0.0,1.0,149
57644,LGL-1003-ONLINE (REV 3.0),3.0,2021-10-19,400,FALSE,Values and Ethics at CNL (3.0),0.0,1.0,150
53878,FD-1001-ONLINE (REV 1.1),1.1,2022-01-11,200,FALSE,Decommissioning Process Awareness Training for Employees (1.1),0.0,1.0,151
55913,RP-G4-ONLINE (REV 2.6),2.6,2021-01-19,200,FALSE,Group 4 Radiation Protection (2.6),0.0,1.0,152
61744,EMP-1037-ONLINE (REV 0.1),0.1,2022-01-21,200,FALSE,Emergency Procedure Refresher (0.1),0.0,1.0,153
91716,LGL-1003-ONLINE (REV 2.5),2.5,2021-07-12,200,FALSE,Values and Ethics at CNL (2.5),0.0,1.0,154
61701,FIN-1003-ONLINE (REV 1),1.0,2021-02-17,200,FALSE,ExpenseCNL (Concur) System User Training (1.0),0.0,1.0,155
61692,WLO-20-020,,2021-07-20,200,FALSE,MEMO - WLO-20-020 - Only Authorized Personnel to Acknowledge WL Site Alarms,0.0,0.0,156
92490,SECU-1006-ONLINE (REV 2.7),2.7,2022-02-16,200,FALSE,Level 2 Security Clearance Awareness (2.7),0.0,1.0,157
92253,NMMS-1011-ONLINE (REV 3.5),3.5,2021-06-28,400,FALSE,Nuclear Criticality Safety Program Awareness (3.5),0.0,1.0,158
55174,OSH-9045-CLASSROOM,,2021-07-27,200,FALSE,Hand Safety - Group Delivery,0.0,1.0,159
57842,900-510000-MCP-015,,2021-03-16,200,FALSE,Harassment and Violance Free Workplace,0.0,1.0,160
58694,OPS-9018-ONLINE (REV 1),1.0,2021-09-12,200,FALSE,Cost Course - Motor Control Circuits and Functions (1.0),0.0,1.0,161
92014,NMMS-1011-ONLINE (REV 3.5),3.5,2021-02-10,400,FALSE,Nuclear Criticality Safety Program Awareness (3.5),0.0,1.0,162
59336,WL-508730-EP-001,,2021-11-12,200,FALSE,General Site Hazards,0.0,1.0,163
92634,CNL-1009-ONLINE (REV 1. 3),1.3,2022-02-01,200,FALSE,Employee Formal Acknowledgement of CNL Executive Management Directive for COVID-19 and the Face Covering Policy (1.3),0.0,1.0,164
51678,HR-9003,,2021-08-04,400,FALSE,Performance Management: Goal Setting,0.0,1.0,165
C12243,RP-G4-ONLINE,,2021-10-05,200,FALSE,Group 4 Radiation Protection Training,0.0,0.0,166
90331,900-510000-MCP-015 (REV 1),1.0,2021-03-31,200,FALSE,Harassment and Violance Free Workplace (1.0),0.0,1.0,167
54276,LGL-1003-ONLINE (REV 2.5),2.5,2021-04-08,200,FALSE,Values and Ethics at CNL (2.5),0.0,1.0,168
91234,OSH-9045-ONLINE (REV 1),1.0,2021-07-20,200,FALSE,Cost Course - Hand Safety (1.0),0.0,1.0,169
61161,ERM-1001-ONLINE (REV 1.3),1.3,2021-05-04,200,FALSE,Cleanup Function Overview (1.3),0.0,0.0,170
91102,LGL-1003-ONLINE (REV 2.5),2.5,2021-07-15,200,FALSE,Values and Ethics at CNL (2.5),0.0,1.0,171
92555,LGL-1003-ONLINE,,2022-01-11,200,FALSE,Values and Ethics at CNL,0.0,1.0,172
55935,OSH-9070-ONLINE (REV 1),1.0,2021-03-17,200,FALSE,Cost Course - Arc Flash Safety for Canada (1.0),0.0,0.0,173
91101,WCS-1018,,2022-02-24,200,FALSE,Nuclear Theory (Prereq to Module 11),0.0,1.0,174
91946,FIRE-3001,1.0,2021-03-08,200,FALSE,Fire Extinguisher - Practical,1.0,0.0,175
91672,LGL-1003-ONLINE (REV 3.3),3.3,2022-03-10,200,FALSE,Values and Ethics at CNL (3.3),0.0,1.0,176
92217,RP-G4-ONLINE,,2021-06-01,200,FALSE,Group 4 Radiation Protection Training,0.0,1.0,177
57995,ERM-1001-ONLINE (REV 1.3),1.3,2021-06-08,200,FALSE,Cleanup Function Overview (1.3),0.0,1.0,178
53285,FD-2001-B223,,2022-01-17,200,FALSE,B223 Building Familiarization Checkout,0.0,1.0,179
92374,LGL-1003-ONLINE,,2021-09-23,200,FALSE,Values and Ethics at CNL,0.0,1.0,180
91984,OSH-9045-ONLINE,1.0,2021-12-03,200,FALSE,Hand Safety,1.0,0.0,181
92405,NMMS-1011-ONLINE (REV 3.6),3.6,2021-09-20,200,FALSE,Nuclear Criticality Safety Program Awareness (3.6),0.0,1.0,182
55812,OSH-1004-ONLINE (REV 1.3),1.3,2022-01-10,200,FALSE,Lock Out Tag Out Exam (1.3),0.0,1.0,183
51678,HR-9005,,2021-08-04,400,FALSE,Performance Management: Check-in Conversations,0.0,1.0,184
92662,OSH-1002-ONLINE (REV 1.5),1.5,2022-02-22,200,FALSE,Lift Truck Operation Theory (1.5),0.0,1.0,185
58457,OSH-9071-ONLINE (REV 1),1.0,2022-03-29,200,FALSE,Cost Course - Electrical Safety Introduction for Canada (1.0),0.0,1.0,186
92120,BRF-1006-ONLINE,,2021-04-12,200,FALSE,CCAC Animals Housed In Vivaria: Environmental Enrichment,0.0,1.0,187
CONT-3225 ,RP-G4-ONLINE,,2022-03-02,200,FALSE,Group 4 Radiation Protection Training,0.0,0.0,188
56947,FIRE-1001-ONLINE (REV 4.4),4.4,2021-02-02,200,FALSE,Fire Prevention (4.4),0.0,1.0,189
95019,ENG-1069-ONLINE,,2022-03-10,200,FALSE,Fume Hood Safety,0.0,1.0,190
90034,LGL-1003-ONLINE,,2022-03-24,200,FALSE,Values and Ethics at CNL,0.0,1.0,191
92299,WL-303,1.0,2021-09-13,200,FALSE,Intentional Leadership Training,1.0,0.0,192
60092,HR-1002-ONLINE,,2021-03-01,200,FALSE,Performance Management / The Check-In Program,0.0,1.0,193
5501,OSH-5001,,2021-11-10,200,FALSE,Hazardous Energy Control MCP (Rev 1) – Briefing Package on Updates,0.0,1.0,194
55590,SECU-2008-ONLINE (REV 1.2),1.2,2021-05-12,200,FALSE,Security Awareness Refresher (1.2),0.0,1.0,195
59827,OSH-9045-ONLINE (REV 1),1.0,2021-07-15,400,FALSE,Cost Course - Hand Safety (1.0),0.0,1.0,196
61691,HR-1002-ONLINE,,2021-09-14,200,FALSE,Performance Management / The Check-In Program,0.0,1.0,197
92652,LGL-1003-ONLINE (REV 3.2),3.2,2022-02-15,200,FALSE,Values and Ethics at CNL (3.2),0.0,1.0,198
91945,RP-5009-CRL,,2022-03-28,200,FALSE,Radiation Protection Limits and Levels,0.0,1.0,199
58276,LGL-1003-ONLINE,,2022-03-29,200,FALSE,Values and Ethics at CNL,0.0,1.0,200
91837,RP-G1-032,1.0,2021-05-31,200,FALSE,"Stay-Ins, Evacuations, and Emergency Monitoring/Dispersal Area",1.0,0.0,201
DS::19386,WL-306,1.0,2021-02-23,200,FALSE,Pre Job Brief,1.0,0.0,202
55262,OSH-5001,,2021-10-06,200,FALSE,Hazardous Energy Control MCP (Rev 1) – Briefing Package on Updates,0.0,1.0,203
92460,OPEX-1005-ONLINE (REV 1.4),1.4,2021-10-25,200,FALSE,Introducing the ImpAct Process at CNL (1.4),0.0,1.0,204
92064,OSH-1006-ONLINE (REV 1.1),1.1,2021-03-29,200,FALSE,Confined Space Exam (1.1),0.0,1.0,205
CONT-3108,WL-307,1.0,2021-12-06,200,FALSE,Job Safety Analysis,1.0,0.0,206
90180,NMMS-1010-ONLINE (REV 5.1),5.1,2022-04-19,400,FALSE,Nuclear Criticality Safety for Emerg Responders R1 (5.1),0.0,1.0,207
92222,ESO-UOF-003,,2021-06-17,200,FALSE,SETCAN PBSC - BALANCE AND STANCE,0.0,1.0,208
61519,OSH-1006-VIRTUAL,,2021-03-01,200,FALSE,Confined Space Entry (Virtual),0.0,1.0,209
92633,OSH-3002-E,,2022-03-16,200,FALSE,Lift Truck Practical - Reach Truck,0.0,1.0,210
91778,MS-3001,1.0,2021-02-03,200,FALSE,FD/ER - Integrated Work Control Practical Application,1.0,0.0,211
58965,FIRE-1001-ONLINE (REV 4.5),4.5,2021-08-25,200,FALSE,Fire Prevention (4.5),0.0,1.0,212
61159,RP-5009-CRL,,2022-03-28,200,FALSE,Radiation Protection Limits and Levels,0.0,1.0,213
91193,RP-G4-ONLINE (REV 2.6),2.6,2021-01-13,200,FALSE,Group 4 Radiation Protection (2.6),0.0,1.0,214
