LEARNER,COURSE,COURSE_VERSION,COMPLETION_DATE,COMPLETION_STATUS,CREATE_ADHOC_COURSE,COURSE_TITLE,ID
61015,IT-1021,1.0,2021-07-28,200,FALSE,EDMS: How to Upload and Extract Map Data,48
91198,FD-1018,1.0,2022-04-11,200,FALSE,FD - BLOCK Mitigating Perchlorate Hazards During Decommissioning,49
53470,PMO-9017,1.0,2021-10-26,200,FALSE,Cost Course - $495/person VIRTUAL Project Procurement Management,50
59064,PMO-9015,1.0,2021-06-08,400,FALSE,Cost Course - $495/person VIRTUAL Project Risk Management,51
55991,EMP-1036,1.0,2022-02-25,200,FALSE,Emergency Procedure Refresher,52
21120,FIRE-1181-CRL,1.0,2021-08-11,200,FALSE,Rope Rescue: Simple Mechanical Advantage,53
61210,SECU-2029,1.0,2022-01-11,200,FALSE,Security Awareness Refresher,54
61172,NMMS-1011-ONLINE,3.6,2021-10-29,400,FALSE,Nuclear Criticality Safety Program Awareness,55
2573,FIN-1004-ONLINE,1.0,2021-11-18,200,FALSE,Financial Delegation Of Authority,56
54882,TD-1033,1.0,2022-01-17,200,FALSE,VIRTUAL Responsibilities In Supervising Employees (RISE) Day 2 of 3,57
91326,SECU-1015,1.0,2021-09-10,200,FALSE,Patrol Vehicle Operations,58
61469,EMP-1036,1.0,2022-01-13,200,FALSE,Emergency Procedure Refresher,59
59858,FIRE-1133-CRL,1.0,2021-03-22,200,FALSE,Rope Rescue: Single and Multi-point Anchors: Theory,60
1626,FIRE-3001,1.0,2021-08-18,400,FALSE,Fire Extinguisher - Practical,61
92099,SECU-3011,1.0,2021-05-28,200,FALSE,L3 Automated Checkpoint X-Ray,62
56867,EMP-1036,1.0,2022-01-18,200,FALSE,Emergency Procedure Refresher,63
92400,OSH-1005-ONLINE,1.7,2022-03-01,200,FALSE,Working At Heights Theory,64
57857,OSH-2020-A,1.0,2021-07-06,200,FALSE,"Cost Course - $185/Person - First Aid Standard, CPR, AED Recertification",65
59500,FD-1002-ONLINE,1.1,2021-01-13,200,FALSE,Decommissioning Process Awareness Training for Management and Supervision,66
56763,SECU-2044,1.0,2021-09-01,200,FALSE,Resopnse to Adversary Breaches Refresher,67
10490,WL-303,1.0,2021-01-18,200,FALSE,International Leadership Training,68
55127,PMO-9024,1.0,2021-10-07,200,FALSE,Project Management Tools & Techniques – Level 2 Workshop,69
90413,HR-1005,1.0,2021-11-17,200,FALSE,Virtual Mandatory Harassment and Violence Prevention Training,70
92305,TD-1024,1.0,2021-09-29,200,FALSE,Waiver - Teaching and Facilitating Learning,71
54350,PMO-9013,1.0,2021-05-25,200,FALSE,Cost Course - $495/person VIRTUAL Project Schedule Management,72
91026,OSH-9037-ONLINE,1.0,2021-02-11,400,FALSE,Combustible Dusts,73
91838,RP-G1-016,1.0,2021-04-13,200,FALSE,Group 1 - External Dosimetry,74
90947,ERM-1002,1.0,2021-07-15,200,FALSE,Land Use Program (LUP) Awareness,75
92244,ODT-573-WL,1.0,2022-02-23,200,FALSE,First Aid Standard & Defibrillation WL,76
27345,FA/FM-REFRESHER,1.0,2021-08-23,200,FALSE,FA and FM Maintenance of Qualification,77
50802,FA/FM-REFRESHER,1.0,2022-02-08,200,FALSE,FA and FM Maintenance of Qualification,78
90510,HR-1005,1.0,2021-11-15,400,FALSE,Mandatory Harassment and Violence Prevention Training,79
61699,OSH-1004-VIRTUAL,1.0,2022-01-26,200,FALSE,WS BLOCK - Cost Course - $222/Person - Lock Out / Tag Out (Virtual),80
60684,PMO-9011,1.0,2021-10-14,200,FALSE,Cost Course - $495/person VIRTUAL Project Management Framework,81
58714,MS-1002,1.0,2021-05-01,200,FALSE,Integrated Work Control - Enhanced,82
92244,TD-1018-ONLINE,1.9,2021-06-22,200,FALSE,CNL General Safety Orientation,83
59081,IT-1024,1.0,2021-05-05,200,FALSE,SharePoint Online - General User Training,84
20624,ERM-1001-ONLINE,1.4,2021-04-21,200,FALSE,Cleanup Function Overview,85
92634,HU-1038,1.0,2022-02-08,200,FALSE,(NEO) VIRTUAL Human Performance Awareness - Fundamentals and Nuclear Safety Culture,86
59868,HR-1005,1.0,2021-11-02,400,FALSE,Mandatory Harassment and Violence Prevention Training,87
91923,OSH-3003-D,1.0,2021-05-05,200,FALSE,Aerial Work Platform Practical - Scissor Lift,88
59493,FIRE-3001,1.0,2022-01-07,400,FALSE,WS BLOCK - Fire Extinguisher - Practical,89
54182,RP-G2-REFRESHER-ONLINE,1.11,2022-02-08,200,FALSE,Group 2 Radiation Protection Refresher,90
91097,MS-1002,1.0,2022-01-28,200,FALSE,Integrated Work Control - Enhanced,91
91002,HR-1005,1.0,2021-12-17,400,FALSE,Mandatory Harassment and Violence Prevention Training,92
27147,MS-1002,1.0,2022-02-07,200,FALSE,Integrated Work Control - Enhanced,93
91011,EMP-1036,1.0,2022-01-12,200,FALSE,Emergency Procedure Refresher,94
92284,RP-G1-014,1.0,2021-09-20,200,FALSE,Group 1 - Radiation Detector Theory,95
92035,OSH-1034-ONLINE,1.5,2021-02-23,200,FALSE,Hazard Prevention Program,96
90401,WL-315,1.0,2021-03-16,200,FALSE,Respectful Work Place,97
55310,FPPD-1006,1.0,2022-01-25,200,FALSE,Fuel Programme Project Managment,98
61029,PMO-1003-A,1.0,2021-09-08,200,FALSE,VIRTUAL Primavera - Basic,99
95028,HU-1038,1.0,2022-03-22,200,FALSE,Human Performance Awareness - Fundamentals and Nuclear Safety Culture,100
50954,OPS-9020-ONLINE,1.0,2021-04-10,200,FALSE,Process and Instrumentation Diagrams,101
90119,SECU-2029,1.4,2021-07-19,200,FALSE,Security Awareness Refresher (1.4),102
92460,HR-1005,1.0,2021-11-23,200,FALSE,Virtual Mandatory Harassment and Violence Prevention Training,103
91029,OSH-1047,1.0,2021-12-07,200,FALSE,Where do I Stand? : Vehicle Spotter Training,104
91667,OSH-9103,1.0,2022-03-14,200,FALSE,Mental Health First Aid (Virtual),105
92126,FIRE-3001,1.0,2021-04-15,200,FALSE,Fire Extinguisher - Practical,106
90676,WL-304,1.0,2021-01-27,200,FALSE,Work Permit Authorizer,107
61219,OSH-9045-ONLINE,1.0,2021-08-04,200,FALSE,Hand Safety,108
90518,HR-1005,1.0,2021-12-17,200,FALSE,Virtual Mandatory Harassment and Violence Prevention Training,109
92111,FIRE-1001-ONLINE,4.7,2021-04-22,200,FALSE,Fire Prevention,110
20953,PI-9012-ONLINE,1.0,2021-01-28,200,FALSE,Industrial Housekeeping,111
57671,ERM-1001-ONLINE,1.4,2021-07-26,200,FALSE,Cleanup Function Overview,112
59992,SECU-3031,1.0,2021-07-05,200,FALSE,Secondary Firearm Qualification (Sig Sauer P226),113
91917,MS-3001,1.0,2021-03-04,400,FALSE,FD/ER - Integrated Work Control Practical Application,114
57494,IT-1032,1.0,2021-06-08,200,FALSE,VIRTUAL Creating Forms and Templates,115
51685,HR-1005,1.0,2021-11-22,200,FALSE,Virtual Mandatory Harassment and Violence Prevention Training,116
92284,RP-G1-030,1.0,2021-11-08,200,FALSE,Group 1 - Internal Exposure Management Part B,117
10587,WL-306,1.0,2021-03-09,200,FALSE,Pre Job Brief,118
92511,HU-1038,1.0,2021-11-30,200,FALSE,(NEO) VIRTUAL Human Performance Awareness - Fundamentals and Nuclear Safety Culture,119
90784,FIRE-3001,1.0,2021-10-28,200,FALSE,Fire Extinguisher - Practical,120
61855,PMO-9011,1.0,2021-03-10,200,FALSE,Cost Course - $495/person VIRTUAL Project Management Framework,121
92034,OPEX-1005-ONLINE,1.4,2021-02-22,200,FALSE,Introducing the ImpAct Process at CNL,122
59862,RFFL-1003,1.0,2021-03-08,200,FALSE,Criticality Prevention and Accountability,123
54090,OSH-9008,1.0,2021-03-11,200,FALSE,Lift Truck Operation Train the Trainer,124
54446,FIRE-3001,1.0,2021-03-31,200,FALSE,Fire Extinguisher - Practical,125
58858,HR-1005,1.0,2021-11-02,400,FALSE,Mandatory Harassment and Violence Prevention Training,126
60950,OSH-3020,1.0,2022-02-16,200,FALSE,First Aid CPR C with AED - Blended In Class,127
56219,PROC-1019,1.0,2021-07-22,200,FALSE,VIRTUAL CNL Contractor Management Overview,128
92648,OSH-1003-ONLINE,1.6,2022-02-22,200,FALSE,Aerial Work Platform Theory,129
56625,RP-G3-REFRESHER-ONLINE,1.5,2022-01-19,400,FALSE,Group 3 Radiation Protection Refresher,130
92229,HR-1005,1.0,2021-11-09,200,FALSE,Mandatory Harassment and Violence Prevention Training,131
53514,EMP-1012,1.0,2021-12-08,200,FALSE,EOC - Demobilization,132
92281,RP-G1-027,1.0,2021-10-26,200,FALSE,Group 1 - Transfer of Material,133
58021,FD-1005,1.0,2021-08-16,400,FALSE,Fix Loose Contamination using the Electric Airless Sprayer/Tornado Flex Hose Fogger,134
60770,MS-1002,1.0,2021-04-07,200,FALSE,Waiver for Integrated Work Control - Enhanced,135
54784,PMO-9013,1.0,2021-04-14,400,FALSE,Cost Course - $495/person VIRTUAL Project Schedule Management,136
91893,RP-MISC-06,1.0,2021-03-15,200,FALSE,Virtual Offering of Responsible User Radiation Source (R3),137
92309,IT-1029,1.0,2021-09-08,200,FALSE,VIRTUAL Introduction to ATOM,138
54203,HR-1005,1.0,2021-11-16,200,FALSE,Mandatory Harassment and Violence Prevention Training,139
90932,FIN-1003-ONLINE,1.0,2021-01-12,200,FALSE,ExpenseCNL (Concur) System User Training,140
92209,OSH-1042-ONLINE,12.5,2022-03-03,400,FALSE,WHMIS - 2015,141
59016,SECU-2046,1.0,2021-12-07,200,FALSE,Containment Refresher,142
91698,RP-G1-013,1.0,2022-03-23,200,FALSE,Group 1 - Radiation Protection Standards,143
92361,TD-1018-ONLINE,1.9,2021-08-25,200,FALSE,CNL General Safety Orientation,144
56329,FIRE-1001-ONLINE,4.7,2021-01-25,200,FALSE,Fire Prevention,145
58410,RP-UPDATE-002,1.0,2021-02-18,200,FALSE,PAPR Training,146
CONT-3062,CNL-1005-ONLINE,1.3,2022-02-03,200,FALSE,CNL COVID-19 Pandemic Response for Contractors,147
90042,OSH-9046-ONLINE,1.0,2022-04-13,200,FALSE,Hearing Conservation,148
60949,FD-3019,1.0,2022-01-18,200,FALSE,FD&ER Integrated Work Control,149
92095,SECU-1042,1.0,2021-12-14,200,FALSE,Tactical Planning,150
59619,SECU-4008,1.0,2021-02-19,200,FALSE,B701 Lanes,151
92095,SECU-1014,1.0,2021-03-29,200,FALSE,Tactical Radio Communications,152
56561,PMO-9019,1.0,2022-01-26,200,FALSE,Cost Course - $495/person VIRTUAL Project Communications Management,153
53201,OSH-1004-VIRTUAL,1.0,2021-07-29,400,FALSE,Lock Out / Tag Out (Virtual),154
92117,TD-1018-ONLINE,1.9,2021-04-05,200,FALSE,CNL General Safety Orientation,155
60100,HR-1005,1.0,2021-11-26,200,FALSE,Virtual Mandatory Harassment and Violence Prevention Training,156
57737,OSH-3005,1.0,2021-02-04,200,FALSE,Working at Heights Practical,157
92098,SECU-3012,1.0,2021-05-28,200,FALSE,S.A.M. 940,158
91099,RP-G3-FCO,1.0,2021-08-03,200,FALSE,Group 3 Practical Field Checkout,159
90391,WL-307,1.0,2021-01-21,200,FALSE,Job Safety Analysis,160
90124,HR-9002,1.0,2021-04-09,200,FALSE,Performance Management Training Module 2,161
60076,TD-3053-VIRTUAL,1.0,2021-04-07,200,FALSE,Teaching and Facilitating Learning  - Microteach Practical,162
57852,HR-1005,1.0,2021-11-22,200,FALSE,Mandatory Harassment and Violence Prevention Training,163
57494,IT-1031,1.0,2021-03-11,200,FALSE,VIRTUAL Document Formatting,164
91366,FIRE-3001,1.0,2021-09-28,200,FALSE,Fire Extinguisher - Practical,165
92340,TD-1033,1.0,2021-12-06,400,FALSE,VIRTUAL Responsibilities In Supervising Employees (RISE) Day 2 of 3,166
90171,SECU-2029,1.0,2021-10-07,200,FALSE,Security Awareness Refresher,167
90881,SECU-2029,1.0,2021-06-29,200,FALSE,Security Awareness Refresher,168
92457,OSH-9045-ONLINE,1.0,2022-01-13,200,FALSE,Hand Safety,169
57862,HR-1005,1.0,2021-11-17,200,FALSE,Virtual Mandatory Harassment and Violence Prevention Training,170
54829,HR-1005,1.0,2021-12-08,200,FALSE,Mandatory Harassment and Violence Prevention Training,171
92123,HU-1038,1.0,2021-04-20,200,FALSE,(NEO) VIRTUAL Human Performance Awareness - Fundamentals and Nuclear Safety Culture,172
91205,HU-1038,1.0,2021-09-21,200,FALSE,Human Performance Awareness - Fundamentals and Nuclear Safety Culture,173
90861,RP-G1-001,1.0,2022-02-24,200,FALSE,Group 1 - Organization and Activities,174
91519,WL-304,1.0,2021-03-04,200,FALSE,Work Permit Authorization Process,175
90727,SECU-3031,1.0,2021-07-05,200,FALSE,Secondary Firearm Qualification (Sig Sauer P226),176
92367,FIRE-3001,1.0,2021-09-07,200,FALSE,(NEO) Fire Extinguisher,177
91692,OSH-1004,1.0,2021-02-10,200,FALSE,Lock Out / Tag Out,178
61865,OSH-3003-B,1.0,2021-07-06,200,FALSE,Aerial Work Platform Practical - Articulating Boom 60 ft (or less),179
60949,WMA-1002,1.0,2022-01-24,200,FALSE,Waste Management Program Awareness,180
53021,RP-MISC-06,1.0,2021-07-06,400,FALSE,Responsible User Radiation Source (R3),181
57239,SECU-2044,1.0,2021-10-17,200,FALSE,Resopnse to Adversary Breaches Refresher,182
60544,HR-1005,1.0,2021-11-16,200,FALSE,Mandatory Harassment and Violence Prevention Training,183
90414,EMP-1036,1.0,2022-03-01,200,FALSE,Emergency Procedure Refresher,184
91691,WCS-1010,1.0,2022-01-27,200,FALSE,ERM HBK Module 10: Destructive Analysis Overview,185
55804,HR-1005,1.0,2021-11-03,200,FALSE,Virtual Mandatory Harassment and Violence Prevention Training,186
90067,PHAI-1028,1.0,2021-02-25,200,FALSE,Respirator Training and Fit Test: Comfo,187
53325,HR-1005,1.0,2021-11-29,200,FALSE,Virtual Mandatory Harassment and Violence Prevention Training,188
92324,ENG-1001,1.0,2022-04-11,400,FALSE,Eng. Change Control: Engineering/Operations,189
58682,OPS-9015-ONLINE,1.0,2021-09-26,400,FALSE,"Symbols, Standards and Schematics",190
90996,OSH-1005-ONLINE,1.7,2021-11-01,200,FALSE,Working At Heights Theory,191
90510,SECU-2029,1.0,2021-04-30,200,FALSE,Security Awareness Refresher,192
90746,OSH-9046-ONLINE,1.0,2021-06-29,200,FALSE,Hearing Conservation,193
90001,CNL-1009-ONLINE,1.3,2021-10-18,200,FALSE,Employee Formal Acknowledgement of CNL Executive Management Directive for COVID-19 and Face Covering Policy,194
58266,WL-303,1.0,2021-01-06,200,FALSE,International Leadership Training,195
21121,FIRE-3049-CRL,1.0,2021-04-26,200,FALSE,Fire Hose: Practical: Pre-connected Hose Loads (Skills 9 to 11),196
92246,FIRE-3001,1.0,2021-09-01,200,FALSE,Fire Extinguisher - Practical,197
92093,OPEX-1005-ONLINE,1.4,2021-03-29,200,FALSE,Introducing the ImpAct Process at CNL,198
90512,OSH-9045-ONLINE,1.0,2021-08-04,200,FALSE,Hand Safety,199
58641,PROC-1019,1.0,2022-03-18,400,FALSE,VIRTUAL CNL Contractor Management Overview,200
60008,HR-1005,1.0,2021-12-09,200,FALSE,Mandatory Harassment and Violence Prevention Training,201
61448,TD-9043,1.0,2021-04-20,200,FALSE,Cost Course - Coaching Skills for Effective Leadership,202
58676,ERM-1001-ONLINE,1.4,2021-07-08,200,FALSE,Cleanup Function Overview,203
52881,FD-3019,1.0,2022-01-18,200,FALSE,FD&ER Integrated Work Control,204
91095,HR-1005,1.0,2021-11-10,200,FALSE,Virtual Mandatory Harassment and Violence Prevention Training,205
58010,OSH-1004,1.0,2022-03-28,200,FALSE,Lock Out / Tag Out,206
90251,TDG-1004-WMAB,1.0,2022-01-25,200,FALSE,TDG Class 7 Radioactive Material - WMAB (R3),207
92280,RP-G1-031,1.0,2021-11-16,200,FALSE,Group 1 - Comprehensive Survey,208
54471,QUAL-1018-ONLINE,3.0,2021-12-06,200,FALSE,Quality - Software Configuration Management,209
58641,ERM-1002,1.0,2021-06-29,200,FALSE,Land Use Program (LUP) Awareness,210
21106,TD-9046,1.0,2022-03-08,200,FALSE,Cost Course - $1430/person (MAX): Managing Chaos: Tools to Set Priorities and Make Decisions Under Pressure,211
91575,WL-315,1.0,2021-03-11,200,FALSE,Respectful Work Place,212
60109,SECU-2029,1.4,2021-06-24,200,FALSE,Security Awareness Refresher (1.4),213
92233,TD-1001,1.0,2021-06-14,200,FALSE,Employee Orientation - Site Requirements Onboarding,214
90318,PMO-9011,1.0,2021-03-10,200,FALSE,Cost Course - $495/person VIRTUAL Project Management Framework,215
61565,FIRE-1023-CRL,1.0,2021-02-08,200,FALSE,Extrication: Incident Management,216
53078,FIRE-3001,1.0,2021-03-03,200,FALSE,Fire Extinguisher - Practical,217
58228,OSH-9046-ONLINE,1.0,2022-01-17,200,FALSE,Hearing Conservation,218
55843,FIRE-1001-ONLINE,4.7,2021-03-11,200,FALSE,Fire Prevention,219
60772,FIRE-1001-ONLINE,4.7,2021-05-04,200,FALSE,Fire Prevention,220
92209,OSH-1047,1.0,2021-12-08,400,FALSE,Where do I Stand? : Vehicle Spotter Training,221
60259,HR-1005,1.0,2021-11-15,200,FALSE,Virtual Mandatory Harassment and Violence Prevention Training,222
91690,HR-9001,1.0,2021-04-07,200,FALSE,Performance Management Training Module 1,223
92288,SECU-2029,1.0,2021-07-05,200,FALSE,Security Awareness Refresher,224
92406,FD-3019,1.0,2022-01-27,200,FALSE,FD&ER Integrated Work Control,225
55079,ENVP-1002-WMA,1.0,2022-01-26,200,FALSE,EnvP Facility Specific Training - Waste Management Program,226
95051,WL-306,1.0,2022-04-04,200,FALSE,Pre Job Brief,227
91147,HR-1005,1.0,2021-11-16,200,FALSE,Mandatory Harassment and Violence Prevention Training,228
90131,S&T-1001,1.0,2021-02-24,200,FALSE,Good Laboratory Practice – General Training,229
90156,OSH-9045-ONLINE,1.0,2021-07-22,400,FALSE,Hand Safety,230
53760,WMA-1002,1.0,2022-01-24,200,FALSE,Waste Management Program Awareness,231
92279,RP-G1-018,1.0,2021-09-28,200,FALSE,Group 1 - Internal Dosimetry,232
20635,FIRE-1001-ONLINE,4.7,2021-01-27,200,FALSE,Fire Prevention,233
90213,HR-1005,1.0,2021-11-30,200,FALSE,Mandatory Harassment and Violence Prevention Training,234
61548,SECU-2029,1.0,2021-06-10,400,FALSE,Security Awareness Refresher,235
56751,OSH-9045-ONLINE,1.0,2021-07-20,200,FALSE,Hand Safety,236
92121,CNL-1009-ONLINE,1.3,2021-04-07,200,FALSE,Employee Formal Acknowledgement of CNL Executive Management Directive for COVID-19 and Face Covering Policy,237
57840,WL-307,1.0,2021-01-21,200,FALSE,Job Safety Analysis,238
92093,HR-1005,1.0,2021-11-17,200,FALSE,Virtual Mandatory Harassment and Violence Prevention Training,239
56385,OSH-9108,1.0,2021-08-18,400,FALSE,Cost Course $162/Person(MAX) - Traffic Control - Temporary Work Zones,240
60393,IT-1031,1.0,2021-04-08,200,FALSE,VIRTUAL Document Formatting,241
55940,ERM-1002,1.0,2021-08-17,200,FALSE,Land Use Program (LUP) Awareness,242
92474,TD-1001,1.0,2021-11-01,200,FALSE,Employee Orientation - CRL,243
92216,RP-G3,1.0,2021-07-06,200,FALSE,Group 3 - Radiation Protection Training,244
92121,WL-120,1.0,2021-11-22,200,FALSE,Whiteshell Site Orientation,245
91190,HR-1003-ONLINE,1.0,2021-05-25,200,FALSE,Fitness for Duty,246
2999,FIRE-1001-ONLINE,4.7,2021-03-12,200,FALSE,Fire Prevention,247
91966,RP-UPDATE-002,1.0,2021-09-16,200,FALSE,PAPR Training,248
92026,FIRE-1001-ONLINE,4.7,2021-02-16,400,FALSE,Fire Prevention,249
56625,EMP-1036,1.0,2022-01-18,200,FALSE,Emergency Procedure Refresher,250
61371,HR-1005,1.0,2021-11-29,400,FALSE,Mandatory Harassment and Violence Prevention Training,251
91666,RP-G3-REFRESHER-ONLINE,1.5,2021-06-02,200,FALSE,Group 3 Radiation Protection Refresher,252
20550,OSH-2020-A,1.0,2021-02-09,200,FALSE,"Cost Course - $185/Person - First Aid Standard, CPR, AED Recertification",253
54477,EMP-3015,1.0,2021-12-08,200,FALSE,EOC - Table Top Exercise - Severe Weather - Tornado,254
57674,FIRE-1001-ONLINE,4.7,2021-04-19,200,FALSE,Fire Prevention,255
90571,OPEX-1004,1.0,2022-02-09,200,FALSE,Fact Finding,256
56744,FIN-1003-ONLINE,1.0,2021-02-04,200,FALSE,ExpenseCNL (Concur) System User Training,257
91676,HR-1005,1.0,2021-11-19,400,FALSE,Virtual Mandatory Harassment and Violence Prevention Training,258
92608,HU-1038,1.0,2022-01-25,200,FALSE,(NEO) VIRTUAL Human Performance Awareness - Fundamentals and Nuclear Safety Culture,259
90710,TDG-1003-C,1.0,2021-03-02,200,FALSE,TDG Class 7 Radioactive Material - Carrier (R3),260
91438,SL-1003,1.0,2022-03-11,400,FALSE,COST COURSE $934/person Regulatory Issues Management,261
91027,HR-1005,1.0,2021-12-14,400,FALSE,Mandatory Harassment and Violence Prevention Training,262
90595,OSH-9076-ONLINE,1.0,2021-06-17,400,FALSE,Electric Shock,263
61498,HR-1005,1.0,2021-11-30,200,FALSE,Mandatory Harassment and Violence Prevention Training,264
92195,PROC-1019,1.0,2021-11-18,200,FALSE,CNL Contractor Management Overview,265
60524,FIRE-1001-ONLINE,4.7,2021-02-18,200,FALSE,Fire Prevention,266
51685,TD-1035,1.0,2021-06-24,200,FALSE,RISE Field Essentials,267
90251,EMP-1021-CRL-VIRTUAL,1.0,2022-03-24,200,FALSE,VIRTUAL Officer in Charge and Emergency Steward,268
90456,EMP-1036,1.0,2022-01-24,200,FALSE,Emergency Procedure Refresher,269
92666,RP-G3,1.0,2022-03-22,200,FALSE,Group 3 - Radiation Protection Training,270
91821,HR-1005,1.0,2021-11-05,200,FALSE,Virtual Mandatory Harassment and Violence Prevention Training,271
55921,OSH-9045-ONLINE,1.0,2021-09-01,200,FALSE,Hand Safety,272
55397,HR-1005,1.0,2021-11-03,200,FALSE,Virtual Mandatory Harassment and Violence Prevention Training,273
20560,TD-9040,1.0,2021-01-26,200,FALSE,Writing CNL Scopes of Work for External Resources - DAY 1 of 2,274
91676,IT-1031,1.0,2021-07-08,200,FALSE,Document Formatting,275
95061,OSH-1004-VIRTUAL,1.0,2022-04-14,200,FALSE,Lock Out / Tag Out (Virtual),276
57963,PROC-1001,1.0,2022-01-26,200,FALSE,Basic Oracle iProcurement Requisition Awareness,277
59359,HR-1005,1.0,2021-11-24,200,FALSE,Mandatory Harassment and Violence Prevention Training,278
92412,HR-1005,1.0,2021-11-22,400,FALSE,Mandatory Harassment and Violence Prevention Training,279
91559,HR-1005,1.0,2021-11-17,200,FALSE,Virtual Mandatory Harassment and Violence Prevention Training,280
54276,OPS-9007-ONLINE,1.0,2021-04-30,200,FALSE,Centrifugal Pumps,281
91625,FD-1004-ONLINE,1.0,2021-04-27,200,FALSE,Alpha Awareness,282
95033,HU-1038,1.0,2022-03-22,200,FALSE,Human Performance Awareness - Fundamentals and Nuclear Safety Culture,283
